,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season
2359,Florida State,36,35,30.1,4.6,9.0,0.514,0.7,1.8,0.375,3.7,4.7,0.7979999999999999,2.1,4.7,6.8,0.9,0.8,1.1,3.0,1.9,13.6,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2014/By_Season/Per_Game,Undrafted,2013-14
2360,Florida State,34,34,28.9,4.1,7.9,.511,0.7,2.4,.312,3.5,4.3,.815,2.2,3.7,5.9,0.8,1.0,1.1,3.0,1.6,12.4,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2013/By_Season/Per_Game,Undrafted,2012-13
2361,Florida State,35,12,22.6,2.6,5.5,.476,0.3,0.9,.333,2.2,2.9,.752,1.6,2.8,4.4,0.5,0.6,0.4,3.2,1.5,7.7,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2012/By_Season/Per_Game,Undrafted,2011-12
2362,Florida State,34,13,16.5,2.1,4.7,.444,0.3,1.0,.265,2.1,2.6,.828,1.4,1.7,3.1,0.5,0.7,0.4,2.2,1.3,6.6,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2011/By_Season/Per_Game,Undrafted,2010-11
2363,Florida State,36,35,30.1,4.6,9.0,0.514,0.7,1.8,0.375,3.7,4.7,0.7979999999999999,2.1,4.7,6.8,0.9,0.8,1.1,3.0,1.9,13.6,https://basketball.realgm.com/player/Okaro-White/NCAA/9344/2014/By_Season/Per_Game,Undrafted,2013-14
2364,Michigan State,35,32,31.5,3.8,8.3,.452,1.0,2.7,.362,2.7,4.0,.660,0.4,2.7,3.0,4.5,1.2,0.4,2.7,2.1,11.2,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2014/By_Season/Per_Game,Undrafted,2013-14
2365,Michigan State,36,36,33.6,4.3,10.4,.415,1.1,3.6,.320,3.6,4.8,.749,0.4,3.0,3.4,3.3,1.3,0.6,2.3,2.3,13.4,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2013/By_Season/Per_Game,Undrafted,2012-13
2366,Michigan State,37,37,30.7,3.5,8.3,.427,0.6,2.6,.250,3.6,4.6,.788,0.5,2.4,2.9,3.9,1.2,0.4,2.4,2.3,11.4,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2012/By_Season/Per_Game,Undrafted,2011-12
2367,Michigan State,34,18,22.9,2.1,4.9,.436,1.1,2.8,.411,1.0,1.1,.895,0.6,2.3,2.8,1.3,0.6,0.5,2.2,1.6,6.4,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2011/By_Season/Per_Game,Undrafted,2010-11
2368,Michigan State,35,32,31.5,3.8,8.3,.452,1.0,2.7,.362,2.7,4.0,.660,0.4,2.7,3.0,4.5,1.2,0.4,2.7,2.1,11.2,https://basketball.realgm.com/player/Keith-Appling/NCAA/7110/2014/By_Season/Per_Game,Undrafted,2013-14
2369,Arkansas,34,30,22.3,3.1,7.0,.441,0.7,1.7,.431,2.5,3.1,.810,1.4,4.2,5.6,2.4,1.5,0.5,3.0,1.3,9.4,https://basketball.realgm.com/player/Coty-Clarke/NCAA/42336/2014/By_Season/Per_Game,Undrafted,2013-14
2370,Arkansas,31,13,20.4,2.5,4.8,.514,0.3,0.6,.474,2.4,3.3,.743,2.2,3.0,5.2,1.1,1.4,0.6,2.9,1.2,7.6,https://basketball.realgm.com/player/Coty-Clarke/NCAA/42336/2013/By_Season/Per_Game,Undrafted,2012-13
2371,Arkansas,34,30,22.3,3.1,7.0,.441,0.7,1.7,.431,2.5,3.1,.810,1.4,4.2,5.6,2.4,1.5,0.5,3.0,1.3,9.4,https://basketball.realgm.com/player/Coty-Clarke/NCAA/42336/2014/By_Season/Per_Game,Undrafted,2013-14
2372,USC Upstate,34,34,32.7,6.0,14.7,.407,2.0,6.9,.291,2.8,4.5,.618,2.0,5.0,7.0,2.3,0.9,0.8,2.5,2.5,16.8,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2014/By_Season/Per_Game,Undrafted,2013-14
2373,USC Upstate,33,32,31.0,5.9,13.8,.427,2.4,6.5,.364,3.1,4.4,.715,1.9,5.0,6.9,1.9,1.0,0.8,2.1,2.7,17.2,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2013/By_Season/Per_Game,Undrafted,2012-13
2374,USC Upstate,34,33,29.7,5.7,13.1,.436,2.4,7.0,.349,2.6,3.8,.682,2.4,5.3,7.7,1.5,1.3,1.1,2.7,2.7,16.4,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2012/By_Season/Per_Game,Undrafted,2011-12
2375,USC Upstate,30,26,30.5,5.2,13.5,.382,2.3,7.1,.319,1.8,2.6,.679,2.3,4.9,7.2,1.5,1.0,0.4,2.7,2.8,14.4,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2011/By_Season/Per_Game,Undrafted,2010-11
2376,USC Upstate,34,34,32.7,6.0,14.7,.407,2.0,6.9,.291,2.8,4.5,.618,2.0,5.0,7.0,2.3,0.9,0.8,2.5,2.5,16.8,https://basketball.realgm.com/player/Torrey-Craig/NCAA/22581/2014/By_Season/Per_Game,Undrafted,2013-14
2377,Syracuse,34,34,37.8,6.4,14.9,.429,0.7,2.6,.276,3.0,4.2,.725,1.7,4.7,6.4,1.3,1.3,0.8,2.1,2.5,16.5,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2014/By_Season/Per_Game,Undrafted,2013-14
2378,Syracuse,40,40,34.9,5.4,11.6,.470,0.8,1.6,.469,2.9,3.9,.755,2.1,4.8,6.9,0.8,1.1,1.1,1.6,1.6,14.5,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2013/By_Season/Per_Game,Undrafted,2012-13
2379,Syracuse,37,9,26.3,3.1,6.7,.464,0.2,0.6,.250,2.1,2.8,.743,2.0,3.4,5.4,0.9,1.1,0.5,1.5,0.8,8.5,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2012/By_Season/Per_Game,Undrafted,2011-12
2380,Syracuse,32,0,18.6,2.6,4.7,.547,0.0,0.1,.333,1.2,2.0,.609,1.6,2.3,3.9,0.4,0.8,0.8,1.2,0.8,6.4,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2011/By_Season/Per_Game,Undrafted,2010-11
2381,Syracuse,34,34,37.8,6.4,14.9,.429,0.7,2.6,.276,3.0,4.2,.725,1.7,4.7,6.4,1.3,1.3,0.8,2.1,2.5,16.5,https://basketball.realgm.com/player/CJ-Fair/NCAA/9362/2014/By_Season/Per_Game,Undrafted,2013-14
2382,Bradley,32,31,35.5,6.6,15.5,.424,0.9,3.1,.290,3.9,5.3,.741,0.2,2.8,3.1,3.9,2.4,0.1,2.4,3.6,18.0,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2014/By_Season/Per_Game,Undrafted,2013-14
2383,Bradley,35,33,34.3,5.7,12.7,.451,1.0,3.0,.330,3.1,4.1,.761,0.5,3.7,4.2,3.8,2.1,0.4,2.8,3.7,15.6,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2013/By_Season/Per_Game,Undrafted,2012-13
2384,Bradley,32,21,30.7,4.3,9.2,.471,0.9,2.6,.345,3.0,4.5,.667,0.2,2.8,3.1,2.5,1.3,0.5,3.0,3.2,12.6,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2012/By_Season/Per_Game,Undrafted,2011-12
2385,Bradley,31,4,20.0,2.5,6.0,.419,0.4,1.1,.324,1.0,1.5,.660,0.5,1.9,2.4,0.9,0.9,0.4,2.2,1.9,6.4,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2011/By_Season/Per_Game,Undrafted,2010-11
2386,Bradley,32,31,35.5,6.6,15.5,.424,0.9,3.1,.290,3.9,5.3,.741,0.2,2.8,3.1,3.9,2.4,0.1,2.4,3.6,18.0,https://basketball.realgm.com/player/Walt-Lemon-Jr/NCAA/23477/2014/By_Season/Per_Game,Undrafted,2013-14
2387,Saint Joseph's,32,32,33.3,5.4,9.1,.600,0.0,0.0,.000,3.5,5.9,.595,2.9,4.6,7.4,1.3,0.3,1.3,2.4,2.0,14.4,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2014/By_Season/Per_Game,Undrafted,2013-14
2388,Saint Joseph's,32,31,30.7,4.0,7.6,.529,0.0,0.0,.000,3.1,4.6,.669,3.6,4.8,8.3,1.0,0.5,0.9,2.2,1.6,11.2,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2013/By_Season/Per_Game,Undrafted,2012-13
2389,Saint Joseph's,34,0,25.1,4.4,7.3,.597,0.0,0.0,.000,2.1,3.9,.553,2.3,3.6,5.9,0.4,0.5,0.7,1.9,1.4,10.9,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2012/By_Season/Per_Game,Undrafted,2011-12
2390,Saint Joseph's,33,12,19.5,2.8,5.2,.538,0.0,0.0,.000,0.8,1.7,.474,2.2,2.5,4.7,0.4,0.3,0.6,2.2,0.9,6.4,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2011/By_Season/Per_Game,Undrafted,2010-11
2391,Saint Joseph's,32,32,33.3,5.4,9.1,.600,0.0,0.0,.000,3.5,5.9,.595,2.9,4.6,7.4,1.3,0.3,1.3,2.4,2.0,14.4,https://basketball.realgm.com/player/Ronald-Roberts/NCAA/22570/2014/By_Season/Per_Game,Undrafted,2013-14
2392,Florida,39,37,26.3,4.4,8.1,0.541,0.0,0.0,0.0,2.2,3.7,0.596,2.6,3.6,6.2,0.8,0.6,1.1,2.6,1.3,11.0,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2014/By_Season/Per_Game,Undrafted,2013-14
2393,Florida,37,36,26.5,4.1,7.1,.586,0.0,0.0,.000,1.8,3.8,.489,2.6,3.7,6.3,0.9,0.9,1.6,2.3,1.5,10.1,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2013/By_Season/Per_Game,Undrafted,2012-13
2394,Florida,37,31,26.5,4.4,7.1,.618,0.0,0.0,.000,1.5,2.5,.593,2.7,3.7,6.4,1.1,0.5,0.8,2.7,1.5,10.2,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2012/By_Season/Per_Game,Undrafted,2011-12
2395,Florida,37,2,17.8,1.4,2.4,.556,0.0,0.0,.000,0.7,1.0,.703,1.3,2.5,3.8,0.3,0.6,0.8,2.0,0.7,3.4,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2011/By_Season/Per_Game,Undrafted,2010-11
2396,Florida,39,37,26.3,4.4,8.1,0.541,0.0,0.0,0.0,2.2,3.7,0.596,2.6,3.6,6.2,0.8,0.6,1.1,2.6,1.3,11.0,https://basketball.realgm.com/player/Patric-Young/NCAA/7104/2014/By_Season/Per_Game,Undrafted,2013-14
2397,Notre Dame,32,32,37.8,5.0,11.7,.424,1.9,5.2,.370,2.0,3.0,.677,0.9,1.9,2.8,4.9,1.2,0.2,2.3,1.9,13.9,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2014/By_Season/Per_Game,Undrafted,2013-14
2398,Notre Dame,35,35,38.3,3.9,9.0,.439,1.4,3.4,.415,1.9,3.0,.654,0.7,1.9,2.6,5.5,1.4,0.1,1.9,2.1,11.2,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2013/By_Season/Per_Game,Undrafted,2012-13
2399,Notre Dame,32,32,37.9,3.8,9.7,.394,1.4,3.8,.375,3.0,4.2,.713,0.7,2.5,3.2,4.1,1.3,0.1,1.7,2.2,12.1,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2012/By_Season/Per_Game,Undrafted,2011-12
2400,Notre Dame,34,6,25.3,1.8,4.4,.407,0.7,1.9,.348,1.6,2.2,.697,0.5,1.4,1.8,3.2,0.6,0.0,1.8,1.3,5.8,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2011/By_Season/Per_Game,Undrafted,2010-11
2401,Notre Dame,32,32,37.8,5.0,11.7,.424,1.9,5.2,.370,2.0,3.0,.677,0.9,1.9,2.8,4.9,1.2,0.2,2.3,1.9,13.9,https://basketball.realgm.com/player/Eric-Atkins/NCAA/22409/2014/By_Season/Per_Game,Undrafted,2013-14
2402,Arizona State,33,33,30.9,4.0,7.4,.545,0.0,0.0,.000,3.4,4.9,.693,2.2,6.1,8.2,0.5,0.4,4.0,3.0,1.5,11.5,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2014/By_Season/Per_Game,Undrafted,2013-14
2403,Arizona State,35,34,25.4,3.8,6.6,.583,0.0,0.0,.000,2.1,3.5,.597,2.1,3.9,5.9,0.1,0.2,3.4,2.1,1.8,9.8,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2013/By_Season/Per_Game,Undrafted,2012-13
2404,Arizona State,30,13,17.4,2.1,3.6,.578,0.0,0.0,.000,1.8,3.2,.546,1.3,2.6,4.0,0.2,0.2,1.4,2.0,1.1,6.0,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2012/By_Season/Per_Game,Undrafted,2011-12
2405,Arizona State,23,0,10.4,1.0,2.1,.490,0.0,0.0,.000,0.9,1.7,.500,0.7,1.7,2.4,0.3,0.0,0.9,1.3,0.6,3.0,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2011/By_Season/Per_Game,Undrafted,2010-11
2406,Arizona State,33,33,30.9,4.0,7.4,.545,0.0,0.0,.000,3.4,4.9,.693,2.2,6.1,8.2,0.5,0.4,4.0,3.0,1.5,11.5,https://basketball.realgm.com/player/Jordan-Bachynski/NCAA/23246/2014/By_Season/Per_Game,Undrafted,2013-14
2407,Weber State,31,31,33.2,5.3,11.3,.464,2.0,5.1,.389,6.7,8.2,.823,0.4,3.8,4.2,3.9,1.0,0.2,2.3,2.8,19.2,https://basketball.realgm.com/player/Davion-Berry/NCAA/31101/2014/By_Season/Per_Game,Undrafted,2013-14
2408,Weber State,37,37,32.1,4.8,10.2,.476,1.6,3.9,.414,3.9,5.2,.756,0.4,3.8,4.2,3.8,1.2,0.3,1.8,2.0,15.2,https://basketball.realgm.com/player/Davion-Berry/NCAA/31101/2013/By_Season/Per_Game,Undrafted,2012-13
2409,Weber State,31,31,33.2,5.3,11.3,.464,2.0,5.1,.389,6.7,8.2,.823,0.4,3.8,4.2,3.9,1.0,0.2,2.3,2.8,19.2,https://basketball.realgm.com/player/Davion-Berry/NCAA/31101/2014/By_Season/Per_Game,Undrafted,2013-14
2410,Nevada,32,32,38.7,6.8,14.3,.473,1.5,4.8,.316,5.1,6.9,.742,0.4,3.8,4.2,4.4,1.5,0.5,2.2,2.0,20.2,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2014/By_Season/Per_Game,Undrafted,2013-14
2411,Nevada,31,31,34.1,5.1,11.4,.449,1.1,3.6,.301,4.9,6.9,.718,0.6,1.8,2.4,3.6,1.4,0.5,2.0,2.4,16.3,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2013/By_Season/Per_Game,Undrafted,2012-13
2412,Nevada,35,35,32.9,4.2,10.5,.402,1.7,4.5,.372,4.7,5.9,.797,0.4,2.2,2.6,4.2,1.1,0.4,2.3,2.0,14.8,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2012/By_Season/Per_Game,Undrafted,2011-12
2413,Nevada,32,32,29.6,4.0,9.5,.422,1.3,3.8,.355,4.3,5.8,.746,0.3,1.9,2.2,3.5,1.3,0.3,2.9,2.2,13.7,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2011/By_Season/Per_Game,Undrafted,2010-11
2414,Nevada,32,32,38.7,6.8,14.3,.473,1.5,4.8,.316,5.1,6.9,.742,0.4,3.8,4.2,4.4,1.5,0.5,2.2,2.0,20.2,https://basketball.realgm.com/player/Deonte-Burton/NCAA/23388/2014/By_Season/Per_Game,Undrafted,2013-14
2415,Georgia Southern,34,33,34.9,5.8,12.7,.457,1.7,4.4,.385,3.0,4.5,.664,1.1,2.7,3.8,1.9,1.0,0.1,1.2,1.5,16.2,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2014/By_Season/Per_Game,Undrafted,2013-14
2416,Georgia Southern,33,24,29.8,3.1,8.6,.361,1.0,3.3,.315,1.5,2.2,.690,0.9,2.5,3.4,1.2,0.7,0.1,1.5,1.7,8.8,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2013/By_Season/Per_Game,Undrafted,2012-13
2417,Georgia Southern,30,1,15.4,1.9,4.7,.397,0.9,2.2,.388,0.8,1.2,.686,0.4,1.0,1.5,0.2,0.6,0.0,1.1,0.9,5.4,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2012/By_Season/Per_Game,Undrafted,2011-12
2418,Georgia Southern,29,10,23.1,2.5,6.2,.406,1.3,3.6,.375,0.7,1.0,.714,0.4,1.5,1.9,1.0,0.6,0.1,1.8,1.4,7.1,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2011/By_Season/Per_Game,Undrafted,2010-11
2419,Georgia Southern,34,33,34.9,5.8,12.7,.457,1.7,4.4,.385,3.0,4.5,.664,1.1,2.7,3.8,1.9,1.0,0.1,1.2,1.5,16.2,https://basketball.realgm.com/player/Tre-Bussey/NCAA/22925/2014/By_Season/Per_Game,Undrafted,2013-14
2420,Ohio State,35,35,34.4,3.2,6.8,.473,0.5,1.5,.302,2.9,3.9,.741,0.3,3.3,3.6,4.7,2.5,0.1,2.4,2.6,9.8,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2014/By_Season/Per_Game,Undrafted,2013-14
2421,Ohio State,37,37,34.1,3.5,8.4,.417,0.7,2.4,.300,2.3,3.0,.768,0.5,3.1,3.6,4.6,2.1,0.2,2.2,1.9,10.0,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2013/By_Season/Per_Game,Undrafted,2012-13
2422,Ohio State,39,39,32.2,2.9,5.9,.502,0.6,1.6,.365,2.4,3.3,.713,0.6,2.7,3.2,4.6,2.5,0.2,2.5,2.2,8.8,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2012/By_Season/Per_Game,Undrafted,2011-12
2423,Ohio State,37,1,29.6,2.2,4.9,.461,0.7,1.9,.377,1.7,2.4,.727,0.5,2.4,2.9,4.8,2.0,0.1,2.7,2.1,6.9,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2011/By_Season/Per_Game,Undrafted,2010-11
2424,Ohio State,35,35,34.4,3.2,6.8,.473,0.5,1.5,.302,2.9,3.9,.741,0.3,3.3,3.6,4.7,2.5,0.1,2.4,2.6,9.8,https://basketball.realgm.com/player/Aaron-Craft/NCAA/9412/2014/By_Season/Per_Game,Undrafted,2013-14
2425,Memphis,34,31,29.8,3.0,8.1,.367,2.2,6.0,.373,0.6,0.9,.655,0.4,3.6,4.0,3.0,1.5,0.3,2.0,1.6,8.7,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2014/By_Season/Per_Game,Undrafted,2013-14
2426,Memphis,36,10,27.2,3.6,8.4,.426,2.0,4.9,.399,1.3,1.6,.793,0.4,3.4,3.8,3.2,1.5,0.4,1.9,1.7,10.4,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2013/By_Season/Per_Game,Undrafted,2012-13
2427,Memphis,35,24,28.5,3.4,7.9,.429,1.5,3.7,.392,0.9,1.1,.775,0.3,2.9,3.1,3.8,1.8,0.8,2.1,2.0,9.1,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2012/By_Season/Per_Game,Undrafted,2011-12
2428,Memphis,35,20,26.3,2.4,7.1,.332,1.3,4.2,.299,0.7,0.9,.742,0.5,2.6,3.1,3.3,1.6,0.4,1.7,2.1,6.7,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2011/By_Season/Per_Game,Undrafted,2010-11
2429,Memphis,34,31,29.8,3.0,8.1,.367,2.2,6.0,.373,0.6,0.9,.655,0.4,3.6,4.0,3.0,1.5,0.3,2.0,1.6,8.7,https://basketball.realgm.com/player/Chris-Crawford/NCAA/22874/2014/By_Season/Per_Game,Undrafted,2013-14
2430,Seton Hall,29,26,30.1,5.5,12.5,.439,1.6,4.7,.333,2.0,2.5,.781,0.9,2.6,3.5,1.7,2.7,0.2,2.8,1.8,14.5,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2014/By_Season/Per_Game,Undrafted,2013-14
2431,Seton Hall,33,33,32.3,5.8,13.1,.441,1.9,4.6,.412,3.0,4.5,.676,1.4,4.4,5.8,1.9,2.4,0.5,3.1,2.5,16.5,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2013/By_Season/Per_Game,Undrafted,2012-13
2432,Seton Hall,34,33,33.5,4.8,9.9,.485,1.2,3.2,.370,1.7,2.7,.626,1.6,4.7,6.2,1.3,3.0,0.5,3.3,2.1,12.5,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2012/By_Season/Per_Game,Undrafted,2011-12
2433,Seton Hall,31,26,24.7,3.0,7.3,.410,0.8,2.5,.316,1.1,1.7,.648,0.7,2.5,3.3,0.9,1.2,0.4,2.8,0.9,7.9,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2011/By_Season/Per_Game,Undrafted,2010-11
2434,Seton Hall,29,26,30.1,5.5,12.5,.439,1.6,4.7,.333,2.0,2.5,.781,0.9,2.6,3.5,1.7,2.7,0.2,2.8,1.8,14.5,https://basketball.realgm.com/player/Fuquan-Edwin/NCAA/9413/2014/By_Season/Per_Game,Undrafted,2013-14
2435,Iowa State,34,33,32.1,6.5,12.8,.505,1.3,3.7,.346,3.6,4.7,.761,2.6,5.8,8.4,1.8,1.2,0.7,3.3,2.3,17.8,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2014/By_Season/Per_Game,Undrafted,2013-14
2436,Iowa State,35,34,27.5,4.1,8.1,.504,0.7,2.0,.348,2.4,3.5,.697,3.2,6.1,9.3,1.5,1.0,0.5,3.2,1.9,11.3,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2013/By_Season/Per_Game,Undrafted,2012-13
2437,Iowa State,34,24,23.7,3.3,6.7,.489,0.3,1.5,.220,2.4,3.1,.762,2.4,4.2,6.6,1.0,1.0,0.3,2.8,1.4,9.3,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2012/By_Season/Per_Game,Undrafted,2011-12
2438,Iowa State,32,30,27.8,3.8,7.8,.484,0.4,1.8,.232,2.3,3.3,.695,2.9,3.8,6.7,1.2,1.2,0.2,3.2,1.8,10.2,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2011/By_Season/Per_Game,Undrafted,2010-11
2439,Iowa State,34,33,32.1,6.5,12.8,.505,1.3,3.7,.346,3.6,4.7,.761,2.6,5.8,8.4,1.8,1.2,0.7,3.3,2.3,17.8,https://basketball.realgm.com/player/Melvin-Ejim/NCAA/23288/2014/By_Season/Per_Game,Undrafted,2013-14
2440,Saint Mary's,34,34,37.5,4.4,9.6,.451,1.7,3.9,.443,4.8,5.7,.831,1.1,2.6,3.8,3.9,0.8,0.0,2.3,1.9,15.2,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2014/By_Season/Per_Game,Undrafted,2013-14
2441,Saint Mary's,31,27,32.4,3.5,8.7,.404,1.3,3.9,.342,3.3,4.1,.797,1.6,3.8,5.4,1.5,1.2,0.0,1.5,1.3,11.6,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2013/By_Season/Per_Game,Undrafted,2012-13
2442,Saint Mary's,28,27,32.3,3.1,6.3,.497,1.0,2.6,.375,2.8,3.7,.767,1.3,3.4,4.7,3.2,1.8,0.0,2.2,1.6,10.1,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2012/By_Season/Per_Game,Undrafted,2011-12
2443,Saint Mary's,34,7,22.9,1.9,4.4,.430,0.7,2.1,.342,1.7,2.1,.829,1.1,1.9,3.1,1.0,1.8,0.1,1.9,1.0,6.2,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2011/By_Season/Per_Game,Undrafted,2010-11
2444,Saint Mary's,34,34,37.5,4.4,9.6,.451,1.7,3.9,.443,4.8,5.7,.831,1.1,2.6,3.8,3.9,0.8,0.0,2.3,1.9,15.2,https://basketball.realgm.com/player/Stephen-Holt/NCAA/23432/2014/By_Season/Per_Game,Undrafted,2013-14
2445,Memphis,34,34,33.2,4.5,10.2,.443,0.7,2.5,.274,4.3,5.6,.774,1.1,2.5,3.6,4.5,1.5,0.1,2.0,2.1,14.1,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2014/By_Season/Per_Game,Undrafted,2013-14
2446,Memphis,36,36,32.6,4.7,9.0,.519,1.1,2.4,.447,3.2,4.4,.730,0.5,2.9,3.3,4.8,1.7,0.2,2.0,2.8,13.6,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2013/By_Season/Per_Game,Undrafted,2012-13
2447,Memphis,34,19,26.9,3.2,7.6,.419,0.6,1.9,.302,4.1,4.9,.842,0.4,1.9,2.2,3.8,1.2,0.1,1.9,2.4,11.0,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2012/By_Season/Per_Game,Undrafted,2011-12
2448,Memphis,35,27,21.9,3.1,7.3,.429,0.5,1.7,.311,3.0,4.2,.726,0.8,1.3,2.1,3.1,1.0,0.1,2.2,3.3,9.8,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2011/By_Season/Per_Game,Undrafted,2010-11
2449,Memphis,34,34,33.2,4.5,10.2,.443,0.7,2.5,.274,4.3,5.6,.774,1.1,2.5,3.6,4.5,1.5,0.1,2.0,2.1,14.1,https://basketball.realgm.com/player/Joe-Jackson/NCAA/7117/2014/By_Season/Per_Game,Undrafted,2013-14
2450,Memphis,34,33,27.9,3.3,8.0,.412,0.7,2.7,.261,1.6,2.6,.607,1.6,3.3,4.9,3.5,1.3,0.4,2.7,2.4,8.9,https://basketball.realgm.com/player/Geron-Johnson/NCAA/9357/2014/By_Season/Per_Game,Undrafted,2013-14
2451,Memphis,33,26,28.8,3.8,8.7,.444,1.3,3.6,.350,1.4,2.0,.708,1.4,3.2,4.6,3.5,1.8,0.4,2.8,2.9,10.4,https://basketball.realgm.com/player/Geron-Johnson/NCAA/9357/2013/By_Season/Per_Game,Undrafted,2012-13
2452,Memphis,34,33,27.9,3.3,8.0,.412,0.7,2.7,.261,1.6,2.6,.607,1.6,3.3,4.9,3.5,1.3,0.4,2.7,2.4,8.9,https://basketball.realgm.com/player/Geron-Johnson/NCAA/9357/2014/By_Season/Per_Game,Undrafted,2013-14
2453,Louisiana Tech,37,18,21.5,3.1,6.1,.509,0.8,2.6,.316,2.1,2.9,.713,1.7,1.8,3.5,0.7,0.6,0.3,2.0,0.8,9.1,https://basketball.realgm.com/player/Jaron-Johnson/NCAA/42783/2014/By_Season/Per_Game,Undrafted,2013-14
2454,Louisiana Tech,34,0,15.1,1.5,3.6,.423,0.4,1.3,.289,1.1,1.5,.765,1.2,1.7,2.9,0.3,0.3,0.2,1.5,0.6,4.6,https://basketball.realgm.com/player/Jaron-Johnson/NCAA/42783/2013/By_Season/Per_Game,Undrafted,2012-13
2455,Louisiana Tech,37,18,21.5,3.1,6.1,.509,0.8,2.6,.316,2.1,2.9,.713,1.7,1.8,3.5,0.7,0.6,0.3,2.0,0.8,9.1,https://basketball.realgm.com/player/Jaron-Johnson/NCAA/42783/2014/By_Season/Per_Game,Undrafted,2013-14
