,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season
1632,Southeastern Louisiana,31,31,30.0,6.3,11.7,.536,0.1,0.3,.333,3.1,4.4,.693,2.2,6.4,8.6,2.3,1.0,3.2,2.9,2.6,15.7,https://basketball.realgm.com/player/Patrick-Sullivan/NCAA/11007/2010/By_Season/Per_Game,Undrafted,2009-10
1633,Southeastern Louisiana,30,28,27.1,5.0,8.6,.578,0.0,0.0,.000,2.1,3.2,.667,2.2,4.8,7.0,1.4,0.6,2.0,3.0,2.3,12.1,https://basketball.realgm.com/player/Patrick-Sullivan/NCAA/11007/2009/By_Season/Per_Game,Undrafted,2008-09
1634,Southeastern Louisiana,30,29,26.1,4.0,6.9,.587,0.0,0.0,.000,1.9,3.1,.630,1.8,4.5,6.3,2.2,0.6,2.0,2.9,3.0,10.0,https://basketball.realgm.com/player/Patrick-Sullivan/NCAA/11007/2008/By_Season/Per_Game,Undrafted,2007-08
1635,Southeastern Louisiana,30,13,14.7,1.9,3.4,.574,0.0,0.0,.000,0.6,1.3,.487,1.3,3.1,4.4,0.5,0.5,1.7,2.3,0.8,4.5,https://basketball.realgm.com/player/Patrick-Sullivan/NCAA/11007/2007/By_Season/Per_Game,Undrafted,2006-07
1636,Southeastern Louisiana,31,31,30.0,6.3,11.7,.536,0.1,0.3,.333,3.1,4.4,.693,2.2,6.4,8.6,2.3,1.0,3.2,2.9,2.6,15.7,https://basketball.realgm.com/player/Patrick-Sullivan/NCAA/11007/2010/By_Season/Per_Game,Undrafted,2009-10
1637,St. Francis (PA),28,27,32.1,5.1,12.1,.418,1.2,3.7,.327,5.5,6.7,.829,2.1,5.2,7.4,2.1,1.2,0.5,2.5,3.2,16.9,https://basketball.realgm.com/player/Devin-Sweetney/NCAA/11648/2010/By_Season/Per_Game,Undrafted,2009-10
1638,St. Francis (PA),23,20,32.8,5.7,12.8,.446,0.7,3.3,.221,4.1,6.0,.683,2.0,5.9,7.8,1.1,1.3,0.4,2.5,3.1,16.3,https://basketball.realgm.com/player/Devin-Sweetney/NCAA/11648/2009/By_Season/Per_Game,Undrafted,2008-09
1639,St. Francis (PA),29,29,33.4,3.6,9.0,.395,0.6,2.3,.235,2.9,3.7,.776,1.8,3.2,5.0,1.3,0.9,0.4,2.4,3.0,10.6,https://basketball.realgm.com/player/Devin-Sweetney/NCAA/11648/2008/By_Season/Per_Game,Undrafted,2007-08
1640,St. Francis (PA),29,29,33.7,4.1,9.4,.434,0.6,2.2,.262,4.2,5.0,.834,2.8,4.9,7.7,2.1,1.1,0.3,2.5,3.1,13.0,https://basketball.realgm.com/player/Devin-Sweetney/NCAA/11648/2007/By_Season/Per_Game,Undrafted,2006-07
1641,St. Francis (PA),28,27,32.1,5.1,12.1,.418,1.2,3.7,.327,5.5,6.7,.829,2.1,5.2,7.4,2.1,1.2,0.5,2.5,3.2,16.9,https://basketball.realgm.com/player/Devin-Sweetney/NCAA/11648/2010/By_Season/Per_Game,Undrafted,2009-10
1642,Oregon State,32,32,30.5,3.7,7.8,.476,0.3,1.3,.268,2.4,3.4,.691,1.3,3.3,4.6,2.2,2.2,0.1,1.4,1.6,10.2,https://basketball.realgm.com/player/Seth-Tarver/NCAA/6812/2010/By_Season/Per_Game,Undrafted,2009-10
1643,Oregon State,36,34,29.6,3.2,5.5,.584,0.0,0.4,.071,1.6,2.4,.663,1.6,3.6,5.3,1.7,1.6,0.0,1.8,1.6,8.0,https://basketball.realgm.com/player/Seth-Tarver/NCAA/6812/2009/By_Season/Per_Game,Undrafted,2008-09
1644,Oregon State,31,21,28.4,3.5,8.8,.392,1.3,3.8,.336,1.4,2.3,.611,1.5,3.1,4.6,1.7,0.8,0.2,1.5,1.5,9.6,https://basketball.realgm.com/player/Seth-Tarver/NCAA/6812/2008/By_Season/Per_Game,Undrafted,2007-08
1645,Oregon State,29,7,12.7,1.0,2.5,.384,0.0,0.3,.000,0.5,1.1,.424,0.7,0.9,1.7,0.9,0.7,0.1,0.7,0.9,2.4,https://basketball.realgm.com/player/Seth-Tarver/NCAA/6812/2007/By_Season/Per_Game,Undrafted,2006-07
1646,Oregon State,32,32,30.5,3.7,7.8,.476,0.3,1.3,.268,2.4,3.4,.691,1.3,3.3,4.6,2.2,2.2,0.1,1.4,1.6,10.2,https://basketball.realgm.com/player/Seth-Tarver/NCAA/6812/2010/By_Season/Per_Game,Undrafted,2009-10
1647,Rider,33,33,36.6,5.2,12.4,.422,1.4,4.4,.324,5.3,6.5,.818,1.4,3.6,5.0,2.8,1.2,0.3,2.0,2.2,17.2,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2010/By_Season/Per_Game,Undrafted,2009-10
1648,Rider,32,32,38.2,6.2,12.1,.509,1.4,3.4,.422,4.2,5.5,.773,2.1,4.4,6.5,3.2,1.8,0.4,2.1,2.7,18.0,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2009/By_Season/Per_Game,Undrafted,2008-09
1649,Rider,32,32,33.9,5.3,9.8,.537,1.1,2.5,.438,3.3,4.4,.746,2.2,4.0,6.2,3.4,1.7,0.6,2.8,2.5,15.0,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2008/By_Season/Per_Game,Undrafted,2007-08
1650,Rider,31,23,32.6,2.9,7.1,.403,0.6,2.6,.247,1.9,2.5,.769,2.0,3.3,5.3,2.9,1.3,0.2,2.5,2.2,8.3,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2007/By_Season/Per_Game,Undrafted,2006-07
1651,Rider,33,33,36.6,5.2,12.4,.422,1.4,4.4,.324,5.3,6.5,.818,1.4,3.6,5.0,2.8,1.2,0.3,2.0,2.2,17.2,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2010/By_Season/Per_Game,Undrafted,2009-10
1652,Marshall,33,32,26.3,5.1,9.9,.518,0.5,1.4,.326,3.3,4.2,.771,2.3,4.9,7.2,1.0,0.6,1.0,2.6,1.6,14.0,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2010/By_Season/Per_Game,Undrafted,2009-10
1653,Marshall,22,19,21.6,3.7,7.0,.529,0.0,0.3,.167,2.9,4.0,.719,2.3,3.9,6.2,0.7,0.5,0.7,2.8,1.7,10.4,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2009/By_Season/Per_Game,Undrafted,2008-09
1654,Marshall,30,17,21.7,3.5,6.2,.559,0.1,0.6,.235,2.1,3.1,.677,2.4,3.5,5.9,0.4,0.5,1.0,2.9,1.4,9.2,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2008/By_Season/Per_Game,Undrafted,2007-08
1655,Marshall,29,0,11.2,1.0,2.1,.468,0.0,0.1,.333,0.5,1.1,.424,1.6,2.0,3.6,0.1,0.4,0.8,2.3,0.8,2.5,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2007/By_Season/Per_Game,Undrafted,2006-07
1656,Marshall,33,32,26.3,5.1,9.9,.518,0.5,1.4,.326,3.3,4.2,.771,2.3,4.9,7.2,1.0,0.6,1.0,2.6,1.6,14.0,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2010/By_Season/Per_Game,Undrafted,2009-10
1657,Southern Mississippi,32,31,35.7,5.2,11.5,.447,0.8,3.3,.245,5.5,6.8,.819,0.4,3.1,3.5,4.7,1.3,0.3,2.9,3.2,16.7,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2009/By_Season/Per_Game,Undrafted,2008-09
1658,Southern Mississippi,33,33,34.5,5.7,13.6,.421,1.2,3.9,.318,6.0,7.3,.818,0.5,2.6,3.1,4.2,1.2,0.4,2.9,3.4,18.7,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2008/By_Season/Per_Game,Undrafted,2007-08
1659,Southern Mississippi,31,31,33.4,5.7,14.2,.401,1.7,4.8,.358,4.4,5.3,.834,0.4,3.0,3.4,3.0,0.9,0.3,2.9,3.7,17.5,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2007/By_Season/Per_Game,Undrafted,2006-07
1660,Southern Mississippi,32,31,35.7,5.2,11.5,.447,0.8,3.3,.245,5.5,6.8,.819,0.4,3.1,3.5,4.7,1.3,0.3,2.9,3.2,16.7,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2009/By_Season/Per_Game,Undrafted,2008-09
1661,Duke,40,16,18.8,2.2,3.5,0.638,0.0,0.0,0.0,1.1,1.9,0.551,3.6,4.2,7.8,0.9,0.7,0.8,3.5,1.2,5.6,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2010/By_Season/Per_Game,Undrafted,2009-10
1662,Duke,36,18,11.9,1.7,2.9,.575,0.0,0.0,.000,0.7,0.8,.828,1.8,1.9,3.7,0.4,0.4,0.8,2.0,0.7,4.1,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2009/By_Season/Per_Game,Undrafted,2008-09
1663,Duke,25,2,10.5,1.6,2.8,.594,0.0,0.0,.000,0.5,1.2,.448,1.6,1.9,3.4,0.5,0.4,0.7,1.7,0.8,3.8,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2008/By_Season/Per_Game,Undrafted,2007-08
1664,Duke,32,2,7.3,1.0,2.0,.524,0.0,0.0,.000,1.0,1.5,.667,1.0,1.2,2.2,0.2,0.1,0.3,1.1,1.2,3.1,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2007/By_Season/Per_Game,Undrafted,2006-07
1665,Duke,40,16,18.8,2.2,3.5,0.638,0.0,0.0,0.0,1.1,1.9,0.551,3.6,4.2,7.8,0.9,0.7,0.8,3.5,1.2,5.6,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2010/By_Season/Per_Game,Undrafted,2009-10
1666,Arkansas,18,18,33.3,5.4,14.9,.361,1.4,4.4,.312,5.8,7.6,.759,1.4,3.8,5.2,5.7,1.4,0.2,2.6,5.1,17.9,https://basketball.realgm.com/player/Courtney-Fortson/NCAA/3642/2010/By_Season/Per_Game,Undrafted,2009-10
1667,Arkansas,29,28,32.8,5.3,12.5,.424,1.1,3.4,.310,3.1,5.2,.603,1.7,3.8,5.5,5.9,1.1,0.1,2.7,4.4,14.8,https://basketball.realgm.com/player/Courtney-Fortson/NCAA/3642/2009/By_Season/Per_Game,Undrafted,2008-09
1668,Arkansas,18,18,33.3,5.4,14.9,.361,1.4,4.4,.312,5.8,7.6,.759,1.4,3.8,5.2,5.7,1.4,0.2,2.6,5.1,17.9,https://basketball.realgm.com/player/Courtney-Fortson/NCAA/3642/2010/By_Season/Per_Game,Undrafted,2009-10
1669,Illinois,21,6,22.5,2.5,7.6,.333,1.8,5.7,.317,1.2,1.6,.788,0.5,1.1,1.6,1.9,0.9,0.1,1.3,0.9,8.1,https://basketball.realgm.com/player/Jamar-Smith/NCAA/4032/2007/By_Season/Per_Game,Undrafted,2006-07
1670,Illinois,32,0,19.2,2.7,5.7,.470,2.1,4.3,.482,0.6,0.8,.704,0.5,1.1,1.7,1.3,0.5,0.0,0.9,1.1,8.0,https://basketball.realgm.com/player/Jamar-Smith/NCAA/4032/2006/By_Season/Per_Game,Undrafted,2005-06
1671,Illinois,21,6,22.5,2.5,7.6,.333,1.8,5.7,.317,1.2,1.6,.788,0.5,1.1,1.6,1.9,0.9,0.1,1.3,0.9,8.1,https://basketball.realgm.com/player/Jamar-Smith/NCAA/4032/2007/By_Season/Per_Game,Undrafted,2006-07
1672,Washington,35,35,28.3,3.9,8.5,.465,1.3,3.7,.359,1.3,1.6,.772,1.8,3.4,5.2,2.1,1.2,0.8,2.0,1.5,10.5,https://basketball.realgm.com/player/Justin-Holiday/NCAA/6968/2011/By_Season/Per_Game,Undrafted,2010-11
1673,Washington,34,21,22.2,2.3,5.5,.422,0.3,0.9,.333,0.9,1.2,.800,1.7,2.8,4.5,1.9,1.0,0.6,1.7,0.9,5.9,https://basketball.realgm.com/player/Justin-Holiday/NCAA/6968/2010/By_Season/Per_Game,Undrafted,2009-10
1674,Washington,35,0,15.6,0.9,1.9,.441,0.0,0.1,.250,0.4,0.6,.619,0.9,1.7,2.5,1.2,0.4,0.3,1.6,1.1,2.1,https://basketball.realgm.com/player/Justin-Holiday/NCAA/6968/2009/By_Season/Per_Game,Undrafted,2008-09
1675,Washington,19,0,6.5,0.3,0.9,.294,0.0,0.2,.000,0.2,0.4,.429,0.4,0.9,1.4,0.4,0.2,0.3,0.7,0.4,0.7,https://basketball.realgm.com/player/Justin-Holiday/NCAA/6968/2008/By_Season/Per_Game,Undrafted,2007-08
1676,Washington,35,35,28.3,3.9,8.5,.465,1.3,3.7,.359,1.3,1.6,.772,1.8,3.4,5.2,2.1,1.2,0.8,2.0,1.5,10.5,https://basketball.realgm.com/player/Justin-Holiday/NCAA/6968/2011/By_Season/Per_Game,Undrafted,2010-11
1677,UTEP,35,35,36.5,2.9,5.8,.510,0.4,1.5,.255,2.2,4.0,.561,1.2,6.3,7.5,5.3,1.5,0.6,2.4,1.9,8.5,https://basketball.realgm.com/player/Julyan-Stone/NCAA/8270/2011/By_Season/Per_Game,Undrafted,2010-11
1678,UTEP,33,33,30.8,1.9,4.5,.430,0.5,1.5,.300,1.8,2.8,.641,0.3,4.8,5.1,5.5,1.6,0.5,2.2,2.1,6.1,https://basketball.realgm.com/player/Julyan-Stone/NCAA/8270/2010/By_Season/Per_Game,Undrafted,2009-10
1679,UTEP,37,34,33.7,1.6,4.4,0.358,0.4,1.6,0.262,2.1,3.0,0.691,0.7,4.4,5.1,6.4,1.4,0.5,2.5,2.2,5.6,https://basketball.realgm.com/player/Julyan-Stone/NCAA/8270/2009/By_Season/Per_Game,Undrafted,2008-09
1680,UTEP,33,25,21.8,0.8,2.5,.341,0.2,1.0,.235,0.9,1.6,.566,0.5,3.5,4.1,3.5,1.6,0.2,2.0,1.5,2.8,https://basketball.realgm.com/player/Julyan-Stone/NCAA/8270/2008/By_Season/Per_Game,Undrafted,2007-08
1681,UTEP,35,35,36.5,2.9,5.8,.510,0.4,1.5,.255,2.2,4.0,.561,1.2,6.3,7.5,5.3,1.5,0.6,2.4,1.9,8.5,https://basketball.realgm.com/player/Julyan-Stone/NCAA/8270/2011/By_Season/Per_Game,Undrafted,2010-11
1682,San Diego State,37,37,30.4,4.3,8.0,.536,0.1,0.3,.167,2.8,4.4,.642,2.9,5.4,8.3,2.3,0.5,2.1,2.3,2.1,11.4,https://basketball.realgm.com/player/Malcolm-Thomas/NCAA/2560/2011/By_Season/Per_Game,Undrafted,2010-11
1683,San Diego State,34,33,31.3,4.1,7.6,.543,0.1,0.1,.400,2.6,4.9,.527,2.6,5.0,7.6,2.3,0.9,1.5,2.1,1.9,10.9,https://basketball.realgm.com/player/Malcolm-Thomas/NCAA/2560/2010/By_Season/Per_Game,Undrafted,2009-10
1684,Pepperdine,32,28,30.2,4.6,9.0,.514,0.0,0.0,.000,3.3,5.7,.574,3.1,5.7,8.8,1.6,0.6,2.0,2.5,2.8,12.5,https://basketball.realgm.com/player/Malcolm-Thomas/NCAA/2560/2008/By_Season/Per_Game,Undrafted,2007-08
1685,San Diego State,37,37,30.4,4.3,8.0,.536,0.1,0.3,.167,2.8,4.4,.642,2.9,5.4,8.3,2.3,0.5,2.1,2.3,2.1,11.4,https://basketball.realgm.com/player/Malcolm-Thomas/NCAA/2560/2011/By_Season/Per_Game,Undrafted,2010-11
1686,Marquette,36,29,28.1,3.2,7.1,.461,1.1,2.6,.411,1.2,1.8,.682,0.7,2.4,3.1,3.4,1.1,0.1,1.5,2.3,8.8,https://basketball.realgm.com/player/Dwight-Buycks/NCAA/6158/2011/By_Season/Per_Game,Undrafted,2010-11
1687,Marquette,32,11,23.6,2.4,5.8,.418,0.5,1.7,.273,1.1,1.5,.694,0.8,2.2,3.0,2.1,1.2,0.0,1.7,1.7,6.3,https://basketball.realgm.com/player/Dwight-Buycks/NCAA/6158/2010/By_Season/Per_Game,Undrafted,2009-10
1688,Marquette,36,29,28.1,3.2,7.1,.461,1.1,2.6,.411,1.2,1.8,.682,0.7,2.4,3.1,3.4,1.1,0.1,1.5,2.3,8.8,https://basketball.realgm.com/player/Dwight-Buycks/NCAA/6158/2011/By_Season/Per_Game,Undrafted,2010-11
1689,Virginia Tech,34,34,38.2,5.4,13.0,.419,2.4,6.0,.405,5.3,6.3,.850,0.8,2.7,3.5,4.0,1.6,0.2,2.6,3.0,18.6,https://basketball.realgm.com/player/Malcolm-Delaney/NCAA/2301/2011/By_Season/Per_Game,Undrafted,2010-11
1690,Virginia Tech,33,32,35.8,5.7,14.6,.387,1.9,6.2,.306,7.0,8.3,.842,0.9,2.8,3.7,4.5,1.2,0.1,2.9,3.0,20.2,https://basketball.realgm.com/player/Malcolm-Delaney/NCAA/2301/2010/By_Season/Per_Game,Undrafted,2009-10
1691,Virginia Tech,34,31,36.9,4.7,12.2,.385,2.1,5.8,.354,6.6,7.6,.869,1.0,3.0,4.0,4.5,1.5,0.3,2.6,2.9,18.1,https://basketball.realgm.com/player/Malcolm-Delaney/NCAA/2301/2009/By_Season/Per_Game,Undrafted,2008-09
1692,Virginia Tech,35,24,27.3,2.9,6.9,.420,1.3,3.3,.402,2.4,3.1,.787,0.6,2.2,2.9,3.1,0.8,0.1,2.6,2.2,9.6,https://basketball.realgm.com/player/Malcolm-Delaney/NCAA/2301/2008/By_Season/Per_Game,Undrafted,2007-08
1693,Virginia Tech,34,34,38.2,5.4,13.0,.419,2.4,6.0,.405,5.3,6.3,.850,0.8,2.7,3.5,4.0,1.6,0.2,2.6,3.0,18.6,https://basketball.realgm.com/player/Malcolm-Delaney/NCAA/2301/2011/By_Season/Per_Game,Undrafted,2010-11
1694,Iowa State,32,31,36.7,6.7,16.2,.413,1.8,5.8,.319,2.1,2.5,.825,0.4,3.3,3.7,6.1,1.7,0.2,1.7,3.3,17.3,https://basketball.realgm.com/player/Diante-Garrett/NCAA/4175/2011/By_Season/Per_Game,Undrafted,2010-11
1695,Iowa State,32,32,31.6,3.5,8.1,.438,0.6,1.7,.352,1.6,2.2,.694,0.4,2.1,2.5,5.1,1.2,0.2,2.0,2.6,9.2,https://basketball.realgm.com/player/Diante-Garrett/NCAA/4175/2010/By_Season/Per_Game,Undrafted,2009-10
1696,Iowa State,32,32,32.9,3.5,8.5,.407,0.3,1.6,.220,2.6,3.6,.707,0.3,2.9,3.2,5.0,0.9,0.1,1.6,3.0,9.8,https://basketball.realgm.com/player/Diante-Garrett/NCAA/4175/2009/By_Season/Per_Game,Undrafted,2008-09
1697,Iowa State,32,4,22.2,2.1,6.0,.351,0.3,1.3,.220,1.8,2.6,.699,0.2,1.6,1.8,2.8,0.9,0.1,1.1,2.4,6.3,https://basketball.realgm.com/player/Diante-Garrett/NCAA/4175/2008/By_Season/Per_Game,Undrafted,2007-08
1698,Iowa State,32,31,36.7,6.7,16.2,.413,1.8,5.8,.319,2.1,2.5,.825,0.4,3.3,3.7,6.1,1.7,0.2,1.7,3.3,17.3,https://basketball.realgm.com/player/Diante-Garrett/NCAA/4175/2011/By_Season/Per_Game,Undrafted,2010-11
1699,Colorado,38,37,32.2,5.3,12.1,.434,0.9,2.8,.340,4.6,5.3,.866,0.8,2.4,3.3,2.5,1.0,0.4,2.2,2.1,16.1,https://basketball.realgm.com/player/Cory-Higgins/NCAA/4071/2011/By_Season/Per_Game,Undrafted,2010-11
1700,Colorado,31,31,33.4,6.2,12.3,.505,1.0,2.9,.356,5.5,6.5,.833,0.6,3.2,3.9,2.4,1.9,0.4,2.5,2.3,18.9,https://basketball.realgm.com/player/Cory-Higgins/NCAA/4071/2010/By_Season/Per_Game,Undrafted,2009-10
1701,Colorado,31,31,37.0,5.3,11.2,.476,1.0,2.9,.360,5.7,6.8,.830,0.6,4.8,5.4,2.6,1.9,0.4,2.5,2.8,17.4,https://basketball.realgm.com/player/Cory-Higgins/NCAA/4071/2009/By_Season/Per_Game,Undrafted,2008-09
1702,Colorado,32,26,33.6,3.0,6.5,.459,0.8,2.3,.333,1.6,2.3,.680,0.7,3.5,4.2,2.3,1.1,0.3,2.1,2.1,8.3,https://basketball.realgm.com/player/Cory-Higgins/NCAA/4071/2008/By_Season/Per_Game,Undrafted,2007-08
1703,Colorado,38,37,32.2,5.3,12.1,.434,0.9,2.8,.340,4.6,5.3,.866,0.8,2.4,3.3,2.5,1.0,0.4,2.2,2.1,16.1,https://basketball.realgm.com/player/Cory-Higgins/NCAA/4071/2011/By_Season/Per_Game,Undrafted,2010-11
1704,Boston University,34,32,33.9,6.0,15.5,.386,2.2,6.8,.330,5.1,5.9,.860,1.3,4.5,5.8,1.6,1.4,0.3,2.3,2.1,19.2,https://basketball.realgm.com/player/John-Holland/NCAA/17700/2011/By_Season/Per_Game,Undrafted,2010-11
1705,Boston University,35,29,34.4,6.1,13.4,.459,1.7,4.8,.357,5.2,6.1,.851,1.7,4.4,6.1,1.1,1.6,0.3,3.3,2.1,19.2,https://basketball.realgm.com/player/John-Holland/NCAA/17700/2010/By_Season/Per_Game,Undrafted,2009-10
1706,Boston University,30,27,35.5,6.2,13.3,.464,2.7,6.7,.396,3.1,4.0,.769,2.2,3.3,5.5,1.3,1.8,0.4,2.3,1.7,18.1,https://basketball.realgm.com/player/John-Holland/NCAA/17700/2009/By_Season/Per_Game,Undrafted,2008-09
1707,Boston University,30,17,25.7,4.0,9.1,.438,1.3,3.9,.331,2.1,3.2,.649,1.6,3.3,5.0,1.0,1.5,0.3,2.0,1.7,11.4,https://basketball.realgm.com/player/John-Holland/NCAA/17700/2008/By_Season/Per_Game,Undrafted,2007-08
1708,Boston University,34,32,33.9,6.0,15.5,.386,2.2,6.8,.330,5.1,5.9,.860,1.3,4.5,5.8,1.6,1.4,0.3,2.3,2.1,19.2,https://basketball.realgm.com/player/John-Holland/NCAA/17700/2011/By_Season/Per_Game,Undrafted,2010-11
1709,Northern Illinois,26,26,32.0,6.8,14.9,.459,2.0,4.8,.413,6.6,7.7,.851,0.8,3.8,4.6,1.8,1.2,0.3,2.7,4.0,22.3,https://basketball.realgm.com/player/Xavier-Silas/NCAA/4511/2011/By_Season/Per_Game,Undrafted,2010-11
1710,Northern Illinois,25,25,31.6,5.6,14.7,.383,2.1,6.5,.321,6.4,7.8,.811,1.5,3.8,5.3,1.6,0.8,0.5,3.2,2.4,19.7,https://basketball.realgm.com/player/Xavier-Silas/NCAA/4511/2010/By_Season/Per_Game,Undrafted,2009-10
1711,Colorado,23,20,29.5,3.1,8.0,.388,0.9,2.7,.317,2.7,3.9,.678,1.0,2.3,3.3,1.7,0.8,0.2,2.3,2.0,9.7,https://basketball.realgm.com/player/Xavier-Silas/NCAA/4511/2008/By_Season/Per_Game,Undrafted,2007-08
1712,Colorado,25,17,29.4,4.0,10.1,.401,1.8,4.6,.383,2.2,3.2,.688,1.4,2.4,3.7,1.7,0.8,0.4,2.7,2.6,12.0,https://basketball.realgm.com/player/Xavier-Silas/NCAA/4511/2007/By_Season/Per_Game,Undrafted,2006-07
1713,Northern Illinois,26,26,32.0,6.8,14.9,.459,2.0,4.8,.413,6.6,7.7,.851,0.8,3.8,4.6,1.8,1.2,0.3,2.7,4.0,22.3,https://basketball.realgm.com/player/Xavier-Silas/NCAA/4511/2011/By_Season/Per_Game,Undrafted,2010-11
1714,Dayton,36,36,28.8,4.9,10.8,.458,0.1,0.6,.227,3.1,5.1,.600,2.3,6.1,8.3,1.8,0.8,1.4,2.8,2.8,13.1,https://basketball.realgm.com/player/Chris-Wright/NCAA/2536/2011/By_Season/Per_Game,Undrafted,2010-11
1715,Dayton,37,36,28.6,5.1,10.1,0.503,0.2,1.0,0.21100000000000002,3.4,5.0,0.6759999999999999,2.5,4.8,7.3,1.2,1.0,1.4,2.3,2.4,13.7,https://basketball.realgm.com/player/Chris-Wright/NCAA/2536/2010/By_Season/Per_Game,Undrafted,2009-10
1716,Dayton,35,32,26.1,4.7,9.9,.478,0.3,1.3,.250,3.5,5.1,.676,2.7,3.9,6.6,0.9,0.9,1.3,2.9,2.4,13.3,https://basketball.realgm.com/player/Chris-Wright/NCAA/2536/2009/By_Season/Per_Game,Undrafted,2008-09
1717,Dayton,15,10,20.6,3.9,6.5,.602,0.1,0.3,.200,2.5,3.1,.804,2.0,3.7,5.7,0.3,0.3,0.9,2.2,2.0,10.4,https://basketball.realgm.com/player/Chris-Wright/NCAA/2536/2008/By_Season/Per_Game,Undrafted,2007-08
1718,Dayton,36,36,28.8,4.9,10.8,.458,0.1,0.6,.227,3.1,5.1,.600,2.3,6.1,8.3,1.8,0.8,1.4,2.8,2.8,13.1,https://basketball.realgm.com/player/Chris-Wright/NCAA/2536/2011/By_Season/Per_Game,Undrafted,2010-11
1719,Notre Dame,34,34,35.4,5.7,11.9,.479,2.6,5.9,.435,4.4,5.4,.815,0.7,3.1,3.9,4.3,1.2,0.1,2.6,2.4,18.4,https://basketball.realgm.com/player/Ben-Hansbrough/NCAA/3576/2011/By_Season/Per_Game,Undrafted,2010-11
1720,Notre Dame,35,35,35.5,3.7,8.1,.454,1.9,4.6,.414,2.7,3.7,.729,0.8,3.1,3.9,4.4,1.1,0.1,2.3,1.8,12.0,https://basketball.realgm.com/player/Ben-Hansbrough/NCAA/3576/2010/By_Season/Per_Game,Undrafted,2009-10
1721,Mississippi State,30,28,33.5,3.3,7.9,.415,2.1,5.8,.358,1.9,2.4,.789,0.7,3.2,3.8,2.6,1.0,0.1,2.3,1.6,10.5,https://basketball.realgm.com/player/Ben-Hansbrough/NCAA/3576/2008/By_Season/Per_Game,Undrafted,2007-08
1722,Mississippi State,35,8,23.6,2.1,5.0,.429,1.3,3.3,.412,1.7,2.1,.784,0.4,2.4,2.8,3.2,1.0,0.0,1.7,1.9,7.3,https://basketball.realgm.com/player/Ben-Hansbrough/NCAA/3576/2007/By_Season/Per_Game,Undrafted,2006-07
1723,Notre Dame,34,34,35.4,5.7,11.9,.479,2.6,5.9,.435,4.4,5.4,.815,0.7,3.1,3.9,4.3,1.2,0.1,2.6,2.4,18.4,https://basketball.realgm.com/player/Ben-Hansbrough/NCAA/3576/2011/By_Season/Per_Game,Undrafted,2010-11
1724,Oregon State,31,27,26.7,2.9,6.3,.459,0.5,2.2,.239,0.9,1.7,.519,1.9,4.4,6.2,1.0,0.8,0.3,1.4,1.5,7.2,https://basketball.realgm.com/player/Omari-Johnson/NCAA/6809/2011/By_Season/Per_Game,Undrafted,2010-11
1725,Oregon State,32,10,15.5,1.7,4.6,.370,0.6,2.3,.267,0.7,1.0,.677,0.9,1.8,2.6,0.6,0.5,0.2,1.1,1.0,4.7,https://basketball.realgm.com/player/Omari-Johnson/NCAA/6809/2010/By_Season/Per_Game,Undrafted,2009-10
1726,Oregon State,34,14,19.9,2.4,5.6,.432,0.9,2.6,.344,0.9,1.5,.577,0.8,2.4,3.1,0.8,0.5,0.4,1.5,1.5,6.6,https://basketball.realgm.com/player/Omari-Johnson/NCAA/6809/2009/By_Season/Per_Game,Undrafted,2008-09
1727,Oregon State,23,13,21.5,2.6,6.7,.392,0.7,2.4,.309,1.3,2.0,.667,1.8,2.5,4.3,0.4,0.3,0.5,1.7,1.2,7.3,https://basketball.realgm.com/player/Omari-Johnson/NCAA/6809/2008/By_Season/Per_Game,Undrafted,2007-08
1728,Oregon State,31,27,26.7,2.9,6.3,.459,0.5,2.2,.239,0.9,1.7,.519,1.9,4.4,6.2,1.0,0.8,0.3,1.4,1.5,7.2,https://basketball.realgm.com/player/Omari-Johnson/NCAA/6809/2011/By_Season/Per_Game,Undrafted,2010-11
