,Player,Team,Affiliation,Year,Round Number,Round Pick,Overall Pick
6668,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
6669,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
6670,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
6671,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
6672,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
6673,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
6674,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
6675,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
6676,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
6677,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
6678,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
6679,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
6680,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
6681,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
6682,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
6683,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
6684,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
6685,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
6686,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
6687,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
6688,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
6689,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
6690,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
6691,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
6692,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
6693,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
6694,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
6695,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
6696,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
6697,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
6698,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
6699,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
6700,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
6701,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
6702,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
6703,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
6704,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
6705,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
6706,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
6707,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
6708,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
6709,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
6710,Mitchell Robinson,New York Knicks,,2018,2,6,36
6711,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
6712,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
6713,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
6714,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
6715,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
6716,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
6717,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
6718,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
6719,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
6720,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
6721,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
6722,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
6723,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
6724,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
6725,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
6726,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
6727,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
6728,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
6729,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
6730,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
6731,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
6732,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
6733,George King,Phoenix Suns,Colorado,2018,2,29,59
6734,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
6735,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
6736,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
6737,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
6738,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
6739,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
6740,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
6741,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
6742,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
6743,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
6744,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
6745,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
6746,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
6747,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
6748,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
6749,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
6750,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
6751,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
6752,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
6753,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
6754,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
6755,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
6756,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
6757,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
6758,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
6759,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
6760,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
6761,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
6762,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
6763,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
6764,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
6765,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
6766,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
6767,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
6768,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
6769,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
6770,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
6771,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
6772,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
6773,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
6774,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
6775,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
6776,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
6777,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
6778,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
6779,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
6780,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
6781,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
6782,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
6783,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
6784,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
6785,Mitchell Robinson,New York Knicks,,2018,2,6,36
6786,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
6787,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
6788,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
6789,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
6790,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
6791,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
6792,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
6793,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
6794,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
6795,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
6796,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
6797,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
6798,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
6799,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
6800,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
6801,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
6802,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
6803,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
6804,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
6805,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
6806,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
6807,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
6808,George King,Phoenix Suns,Colorado,2018,2,29,59
6809,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
6810,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
6811,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
6812,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
6813,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
6814,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
6815,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
6816,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
6817,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
6818,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
6819,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
6820,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
6821,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
6822,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
6823,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
6824,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
6825,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
6826,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
6827,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
6828,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
6829,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
6830,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
6831,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
6832,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
6833,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
6834,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
6835,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
6836,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
6837,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
6838,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
6839,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
6840,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
6841,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
6842,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
6843,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
6844,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
6845,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
6846,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
6847,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
6848,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
6849,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
6850,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
6851,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
6852,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
6853,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
6854,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
6855,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
6856,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
6857,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
6858,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
6859,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
6860,Mitchell Robinson,New York Knicks,,2018,2,6,36
6861,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
6862,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
6863,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
6864,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
6865,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
6866,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
6867,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
6868,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
6869,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
6870,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
6871,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
6872,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
6873,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
6874,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
6875,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
6876,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
6877,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
6878,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
6879,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
6880,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
6881,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
6882,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
6883,George King,Phoenix Suns,Colorado,2018,2,29,59
6884,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
6885,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
6886,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
6887,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
6888,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
6889,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
6890,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
6891,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
6892,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
6893,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
6894,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
6895,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
6896,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
6897,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
6898,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
6899,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
6900,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
6901,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
6902,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
6903,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
6904,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
6905,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
6906,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
6907,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
6908,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
6909,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
6910,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
6911,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
6912,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
6913,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
6914,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
6915,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
6916,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
6917,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
6918,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
6919,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
6920,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
6921,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
6922,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
6923,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
6924,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
6925,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
6926,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
6927,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
6928,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
6929,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
6930,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
6931,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
6932,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
6933,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
6934,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
6935,Mitchell Robinson,New York Knicks,,2018,2,6,36
6936,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
6937,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
6938,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
6939,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
6940,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
6941,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
6942,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
6943,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
6944,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
6945,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
6946,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
6947,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
6948,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
6949,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
6950,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
6951,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
6952,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
6953,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
6954,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
6955,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
6956,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
6957,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
6958,George King,Phoenix Suns,Colorado,2018,2,29,59
6959,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
6960,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
6961,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
6962,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
6963,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
6964,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
6965,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
6966,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
6967,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
6968,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
6969,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
6970,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
6971,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
6972,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
6973,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
6974,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
6975,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
6976,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
6977,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
6978,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
6979,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
6980,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
6981,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
6982,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
6983,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
6984,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
6985,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
6986,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
6987,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
6988,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
6989,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
6990,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
6991,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
6992,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
6993,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
6994,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
6995,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
6996,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
6997,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
6998,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
6999,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
7000,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
7001,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
7002,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
7003,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
7004,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
7005,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
7006,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
7007,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
7008,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
7009,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
7010,Mitchell Robinson,New York Knicks,,2018,2,6,36
7011,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
7012,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
7013,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
7014,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
7015,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
7016,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
7017,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
7018,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
7019,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
7020,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
7021,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
7022,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
7023,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
7024,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
7025,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
7026,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
7027,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
7028,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
7029,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
7030,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
7031,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
7032,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
7033,George King,Phoenix Suns,Colorado,2018,2,29,59
7034,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
7035,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
7036,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
7037,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
7038,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
7039,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
7040,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
